540,420,
18,14,

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,
0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,
0,0,2,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
0,9,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
0,2,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
0,0,0,2,9,0,0,0,0,0,0,0,2,0,0,0,0,0,
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
